site,country,largest_distance,best months for XC,num of all flights,num of 200k flights,num of 100k flights,num of 50k flights,num of 20k flights,XContest days per month,Xconotest days per year,link to XContest,longitude,latitude
"Embergeralm,...",Austria,375.3 km,Jul Apr May Jun,25191,187,2393,8344,16834,Aug:27 Jul:26 May:23 Jun:22 Apr:14 Sep:13 Mar:7 Oct:4 Feb:1 Nov:1 Dec:1 Jan:1,129,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.1495%2046.7725&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.1495,46.7725
Fiesch,Switzerland,342.13 km,Aug Jul,19716,515,5252,12030,16833,Aug:21 Jul:20 Jun:15 Sep:14 Mar:11 Apr:10 Oct:8 Feb:8 Dec:5 May:5 Jan:4 Nov:2,113,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.10342%2046.41208&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.10342,46.41208
Cornizzolo,Italy,257.03 km,Apr May,15875,7,300,1854,5238,Aug:24 Jul:22 Sep:21 Jun:19 May:18 Mar:18 Apr:17 Oct:15 Dec:12 Feb:11 Nov:11 Jan:10,180,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.29373%2045.83295&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.29373,45.83295
Kobala,Slovenia,200.97 km,Aug Jul Apr,14316,1,769,4172,8805,Aug:25 Jul:25 Jun:19 May:18 Sep:16 Apr:10 Oct:4 Mar:3 Feb:0 Jan:0 Nov:0 Dec:0,110,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.7841%2046.18923&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.7841,46.18923
Meduno,Italy,184.74 km,Apr,11818,0,142,646,1897,Aug:19 Sep:19 Jul:18 Oct:18 Jun:15 Apr:15 May:14 Mar:11 Nov:7 Dec:6 Feb:3 Jan:3,136,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.807%2046.23035&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.807,46.23035
Col Rodella,Italy,235.03 km,Sep Jun Aug May Jul Apr Mar,11695,4,104,1045,5597,Sep:25 Aug:18 Oct:10 Jul:9 Jun:7 Mar:7 May:5 Dec:2 Apr:2 Feb:2 Jan:2 Nov:2,84,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.75303%2046.49683&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.75303,46.49683
Schöckl,Austria,280.98 km,Apr Jun May Jul Aug,9678,22,491,1235,2995,Aug:20 Jun:17 Jul:15 Sep:14 May:14 Apr:11 Oct:11 Mar:10 Feb:6 Dec:5 Nov:5 Jan:5,122,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.47583%2047.20123&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.47583,47.20123
Schöckl bei...,Austria,332.17 km,Apr,9670,22,491,1229,2988,Aug:20 Jun:17 Jul:15 Sep:14 May:14 Apr:11 Oct:11 Mar:10 Feb:6 Dec:5 Nov:5 Jan:5,121,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.4764%2047.1992&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.4764,47.1992
Weissenstein,Switzerland,251.05 km,Jul Aug,8795,26,1268,4112,7254,Aug:14 Jun:12 Jul:11 May:10 Apr:9 Sep:8 Mar:5 Oct:4 Feb:3 Nov:1 Dec:0 Jan:0,72,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.510315%2047.25095&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.510315,47.25095
Col de la Fo...,France,261.33 km,Jul Jun May,8508,5,60,608,3297,Jul:25 Aug:24 Jun:22 Sep:21 May:19 Apr:11 Oct:3 Mar:1 Nov:0 Dec:0 Feb:0 Jan:0,116,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.246583%2045.814&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.246583,45.814
Kössen,Austria,323.91 km,Jun May Jul,8022,52,354,940,2144,Aug:15 Jul:15 Jun:13 May:10 Sep:8 Mar:7 Oct:3 Apr:3 Feb:2 Jan:1 Dec:0 Nov:0,73,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.43117%2047.63123&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.43117,47.63123
"Kössen, Sch...",Austria,286.1 km,Jul Jun Aug Apr May,8017,52,354,939,2142,Aug:15 Jul:15 Jun:13 May:10 Sep:8 Mar:7 Oct:3 Apr:3 Feb:2 Jan:1 Dec:0 Nov:0,72,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.4317%2047.6319&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.4317,47.6319
Hohe Wand,Austria,219.15 km,Apr Jul Aug Jun,7750,2,52,217,2215,Aug:15 Apr:10 Sep:10 Jun:10 Jul:9 May:9 Mar:9 Oct:9 Nov:5 Feb:4 Jan:4 Dec:3,90,https://www.xcontest.org/world/en/flights-search/?filter[point]=16.0484%2047.8284&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,16.0484,47.8284
Brunni,Switzerland,191.45 km,Jun May Jul,7596,0,158,698,3472,Aug:16 Jul:14 Jun:13 Mar:11 Oct:11 Sep:10 Dec:9 May:9 Feb:8 Nov:7 Jan:6 Apr:4,108,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.4098%2046.84102&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.4098,46.84102
Stol,Slovenia,228.98 km,Jul Aug,7414,2,807,3231,5826,Jul:17 Aug:16 Jun:15 May:10 Sep:9 Oct:2 Apr:1 Mar:0 Jan:0,66,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.4783%2046.27777&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.4783,46.27777
Fanas,Switzerland,307.17 km,Apr May Jun,6274,208,1336,3233,4775,Mar:13 Apr:13 May:11 Jun:8 Feb:6 Oct:6 Nov:5 Sep:5 Dec:4 Jul:4 Aug:3 Jan:2,75,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.68947%2047.0026&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.68947,47.0026
Emberger Alm,Austria,267.72 km,May Apr Jun,6247,26,540,2197,4487,Aug:20 Jul:17 Jun:14 May:10 Sep:6 Apr:4 Oct:2 Mar:2 Dec:1 Nov:0 Feb:0,72,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.148%2046.7851&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.148,46.7851
Ebenalp,Switzerland,259.83 km,Jun Jul May,6163,5,79,464,2611,Aug:13 Jul:13 Jun:12 May:10 Sep:7 Mar:6 Apr:2 Oct:1 Feb:1 Dec:0 Jan:0 Nov:0,63,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.4105%2047.28428&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.4105,47.28428
Bezau,Austria,188.52 km,Apr May Jun,5507,0,59,358,1332,Aug:16 Jul:13 May:13 Jun:13 Apr:9 Sep:7 Mar:7 Oct:5 Feb:3 Jan:3 Dec:2 Nov:2,87,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.94507%2047.39902&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.94507,47.39902
Niesen,Switzerland,343.88 km,Jul,5111,152,1258,2588,3836,Jul:14 Aug:14 Jun:10 May:10 Sep:9 Oct:8 Apr:3 Nov:2 Dec:0,66,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.64907%2046.644&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.64907,46.644
Speikboden,Italy,270.92 km,Aug,4993,141,1695,2894,4061,Aug:14 Jul:9 Sep:8 Mar:7 Dec:5 Jun:5 Apr:5 Feb:5 Jan:5 Oct:3 Nov:1 May:0,64,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.90763%2046.91448&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.90763,46.91448
"Chalvet, St ...",France,194.59 km,Aug,4968,16,432,1557,3433,Aug:23 Sep:23 Oct:14 Jul:13 Jun:7 May:6 Apr:5 Feb:2 Nov:2 Mar:2 Jan:0,90,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.4796%2043.9796&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.4796,43.9796
Cavallaria,Italy,167.18 km,Apr May,4629,0,54,722,2366,Aug:16 Jun:14 Jul:14 Sep:13 May:13 Apr:13 Mar:8 Oct:8 Feb:3 Dec:3 Nov:2 Jan:2,102,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.79687%2045.51345&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.79687,45.51345
Marbachegg,Switzerland,332.17 km,Jul Jun Apr May,4536,6,65,506,2153,Aug:16 Jul:16 Jun:15 Sep:12 May:12 Apr:6 Mar:6 Oct:6 Feb:3 Dec:2 Jan:2 Nov:0,90,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.90455%2046.83485&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.90455,46.83485
Cimetta,Switzerland,285.74 km,Apr,4445,23,264,790,1872,Jul:17 Aug:17 Jun:14 Mar:13 Apr:12 Sep:12 May:11 Oct:10 Feb:6 Jan:6 Dec:4 Nov:1,114,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.7991%2046.19782&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.7991,46.19782
Niederwiler ...,Switzerland,242.13 km,Jul Jun Apr May Aug,4352,14,497,1854,3524,Jul:12 Aug:12 May:11 Apr:11 Jun:10 Mar:8 Sep:5 Oct:1 Nov:0 Feb:0 Jan:0 Dec:0,66,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.56012%2047.26908&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.56012,47.26908
Obere Wengi,Switzerland,297.47 km,Apr May Jun Jul Aug,3718,24,497,1499,2506,Apr:11 May:8 Jun:8 Aug:8 Mar:8 Sep:6 Jul:5 Oct:4 Feb:2 Nov:1 Dec:0 Jan:0,58,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.62723%2047.326&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.62723,47.326
Balderen,Switzerland,267.5 km,May,3685,2,48,255,921,May:7 Apr:7 Jun:6 Mar:6 Jul:6 Sep:5 Feb:4 Aug:4 Oct:3 Jan:2 Nov:2 Dec:1,52,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.50083%2047.32237&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.50083,47.32237
Monte Dolada,Italy,226.19 km,Jun,3685,1,149,853,2123,Aug:13 Jul:12 Jun:10 May:7 Apr:5 Sep:4 Mar:3 Oct:1 Feb:0 Jan:0,53,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.35318%2046.19127&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.35318,46.19127
Planfait,France,178.06 km,May Jul Jun Apr,3590,0,45,447,1627,Jul:17 May:16 Jun:15 Aug:15 Apr:13 Sep:12 Mar:6 Oct:2 Feb:2 Nov:0 Jan:0 Dec:0,93,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.22298%2045.85328&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.22298,45.85328
Radsberg,Austria,162.61 km,Apr May,3578,0,39,283,1173,May:12 Jun:12 Apr:11 Jul:10 Aug:10 Mar:10 Sep:5 Feb:3 Oct:3 Nov:1 Jan:1 Dec:1,75,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.402967%2046.572617&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.402967,46.572617
Bassano,Italy,184.06 km,Apr Mar,3567,0,38,277,1092,Mar:11 Apr:10 Sep:9 Oct:9 May:8 Aug:5 Jun:5 Jul:4 Nov:3 Feb:2 Jan:1 Dec:1,65,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.74507%2045.81203&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.74507,45.81203
Brauneck,Germany,241.49 km,May Jun Apr,3517,5,99,351,1054,May:8 Aug:6 Jun:5 Jul:5 Mar:4 Sep:4 Oct:3 Apr:3 Feb:2 Nov:1 Dec:1 Jan:0,42,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.52337%2047.66317&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.52337,47.66317
Motta Naluns,Switzerland,295.95 km,Jun,3409,39,351,959,1659,Aug:15 Jul:15 Jun:9 Mar:8 Sep:7 Apr:4 Feb:4 May:4 Oct:4 Jan:1 Dec:0 Nov:0,68,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.27345%2046.81315&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.27345,46.81315
Panarotta,Italy,188.87 km,Apr May Mar Jun,3400,0,195,730,1914,Aug:13 Mar:11 Jun:11 Apr:10 Sep:10 May:9 Jul:8 Oct:6 Feb:3 Nov:1 Jan:0 Dec:0,77,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.31697%2046.04168&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.31697,46.04168
Zugerberg,Switzerland,118.09 km,Jun Apr May Jul Aug,3380,0,4,73,734,May:13 Jun:12 Jul:11 Aug:10 Apr:9 Mar:7 Sep:6 Oct:3 Feb:2 Jan:1 Dec:1 Nov:0,71,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.53553%2047.14812&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.53553,47.14812
Chabre,France,299.94 km,Jul Aug,3274,91,425,1428,2686,Jul:14 Aug:14 Jun:12 Sep:7 May:7 Apr:6 Mar:3 Oct:1 Feb:0 Dec:0,61,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.76288%2044.2975&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.76288,44.2975
Kulm,Austria,248.39 km,Apr,3253,1,23,113,569,Aug:13 Jul:12 May:10 Mar:10 Jun:9 Apr:9 Sep:6 Oct:5 Feb:4 Nov:2 Jan:2 Dec:1,76,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.76197%2047.22808&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.76197,47.22808
Gaisberg,Austria,260.9 km,Apr May Jun Jul,3194,7,127,486,1157,Jul:13 Jun:12 May:12 Apr:11 Sep:9 Mar:9 Aug:6 Oct:5 Dec:3 Nov:2 Feb:2 Jan:0,77,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.11428%2047.80515&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.11428,47.80515
Stoderzinken,Austria,370.6 km,Jun Aug May Apr,3029,205,763,1398,2094,Aug:10 Jul:8 May:7 Jun:7 Sep:6 Mar:6 Oct:5 Apr:5 Jan:2 Feb:2 Nov:2 Dec:1,57,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.82738%2047.45875&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.82738,47.45875
Elfer,Austria,310.81 km,May Jun Jul Aug Mar Apr,2981,2,6,22,291,Jul:14 Jun:12 Aug:10 Sep:8 Mar:7 May:6 Oct:6 Feb:3 Apr:2 Jan:2 Dec:0,66,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.323117%2047.0968&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.323117,47.0968
Tegelberg,Germany,260.45 km,Apr May Jun Jul Aug,2979,4,47,148,754,Jul:5 May:4 Aug:4 Jun:3 Apr:3 Sep:2 Oct:1 Mar:1 Dec:0 Feb:0 Nov:0,23,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.77977%2047.55978&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.77977,47.55978
Riederalp,Switzerland,294 km,Jun May,2958,218,1375,2210,2597,May:10 Jun:9 Aug:8 Apr:7 Jul:6 Mar:5 Sep:4 Oct:2 Nov:2 Feb:2 Dec:1,53,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.03083%2046.37673&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.03083,46.37673
Gelderkogel,Austria,157.37 km,Apr Mar May Jun Jul Aug,2931,0,13,73,320,Aug:12 Mar:8 May:7 Jun:7 Apr:7 Jul:6 Oct:6 Sep:5 Feb:3 Nov:3 Jan:2 Dec:2,64,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.4813%2047.30167&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.4813,47.30167
Tegelberg - ...,Germany,268.48 km,Apr May Jun Jul,2920,2,44,140,731,Jul:5 May:4 Aug:3 Jun:3 Apr:3 Sep:2 Oct:1 Mar:1 Dec:0 Feb:0 Nov:0,23,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.7823%2047.5645&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.7823,47.5645
Schmittenhöhe,Austria,302.72 km,Jun May Jul Apr,2889,9,385,1156,2128,Aug:10 Jun:8 Jul:8 Sep:5 May:5 Mar:4 Apr:3 Oct:1 Dec:1 Feb:0 Jan:0 Nov:0,43,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.7365%2047.32928&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.7365,47.32928
Hensler,Austria,267.19 km,May Apr,2881,3,69,375,1110,Apr:11 Mar:9 May:9 Jun:9 Aug:8 Jul:7 Sep:6 Feb:5 Oct:5 Dec:4 Jan:2 Nov:2,73,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.7391%2047.22813&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.7391,47.22813
Zell Am See,Austria,304.03 km,Jun,2880,9,383,1155,2121,Aug:10 Jun:8 Jul:8 Sep:5 May:5 Mar:4 Apr:3 Oct:1 Dec:1 Feb:0 Jan:0 Nov:0,43,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.7358%2047.3241&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.7358,47.3241
Gerlitzen,Austria,157.29 km,Jul Jun Aug Mar May Apr Sep,2712,0,17,113,475,Aug:18 Jul:17 Jun:13 Sep:9 Mar:6 May:4 Feb:4 Oct:3 Apr:3 Dec:2 Jan:2,76,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.915%2046.6842&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.915,46.6842
Antholz,Italy,308.68 km,Jun Jul,2681,832,1956,2365,2544,Aug:7 Jul:5 Jun:5 May:4 Apr:3 Sep:1 Mar:0 Oct:0 Nov:0,24,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.060063%2046.851218&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.060063,46.851218
Bernadia,Italy,165.66 km,Apr Mar Aug,2668,0,13,135,804,Apr:11 Mar:11 Aug:11 Jun:10 May:9 Jul:9 Dec:9 Sep:9 Jan:9 Oct:8 Feb:7 Nov:5,101,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.2627%2046.225733&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.2627,46.225733
Wallberg,Germany,218.04 km,May Jun Apr,2644,4,77,266,751,Jul:7 Jun:6 May:5 Aug:4 Sep:4 Mar:2 Apr:2 Oct:1 Feb:1 Nov:0 Jan:0 Dec:0,33,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.7906%2047.661&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.7906,47.661
Burg Altpern...,Austria,210.44 km,Apr,2628,1,77,324,718,May:12 Jul:11 Jun:11 Apr:11 Aug:10 Sep:9 Mar:8 Oct:6 Feb:4 Nov:3 Dec:3 Jan:1,83,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.1628%2047.885&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.1628,47.885
Hirschwaldstein,Austria,175.59 km,May Apr,2627,1,77,324,718,May:12 Jul:11 Jun:11 Apr:11 Aug:10 Sep:9 Mar:8 Oct:6 Feb:4 Nov:3 Dec:3 Jan:1,83,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.16398%2047.88628&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.16398,47.88628
Piossasco,Italy,114.01 km,Aug Jun Apr Jul May Sep,2566,0,1,178,1071,Aug:16 Jul:15 Sep:13 Jun:11 Apr:9 May:7 Mar:7 Oct:6 Nov:3 Dec:2 Feb:2 Jan:2,87,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.44752%2044.99653&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.44752,44.99653
Saint Hilaire,France,308.54 km,Apr May Jun Jul Mar,2557,28,223,658,1239,Aug:14 Sep:12 May:11 Jun:10 Apr:10 Jul:9 Mar:8 Oct:2 Feb:2 Jan:1 Dec:1 Nov:1,76,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.891%2045.31035&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.891,45.31035
Neunerköpfle,Austria,221.48 km,Jun Jul May Aug Apr Mar Sep,2533,2,16,61,322,Aug:5 Jul:4 Jun:4 Sep:4 May:3 Mar:3 Oct:1 Jan:1 Feb:0 Apr:0 Dec:0 Nov:0,25,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.54112%2047.48415&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.54112,47.48415
Mornera,Switzerland,292.43 km,Apr May,2531,43,541,957,1649,Mar:11 Apr:10 Dec:8 May:7 Feb:6 Jan:5 Jun:5 Aug:4 Jul:4 Sep:4 Oct:3 Nov:2,66,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.98583%2046.20568&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.98583,46.20568
San Giacomo,Italy,146.64 km,Mar Apr May,2523,0,27,200,1144,Apr:10 Mar:9 Oct:9 Sep:9 Jan:8 Dec:8 May:8 Jun:7 Feb:7 Nov:7 Jul:7 Aug:6,88,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.87498%2045.54603&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.87498,45.54603
Mauborget,Switzerland,226.04 km,Jul May Apr Jun Aug,2515,8,226,590,1712,Aug:10 Apr:9 Jul:8 May:8 Jun:8 Mar:6 Sep:6 Oct:1 Feb:0 Nov:0 Dec:0 Jan:0,55,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.61058%2046.85512&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.61058,46.85512
Aviano,Italy,248.67 km,Apr,2463,2,79,340,1031,Aug:6 Jul:6 Mar:6 Sep:6 Dec:6 Apr:5 Oct:5 May:5 Jun:4 Feb:3 Jan:3 Nov:2,55,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.53%2046.08743&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.53,46.08743
Büelen,Switzerland,127.55 km,Apr May Jun,2419,0,9,76,649,May:13 Apr:13 Jun:12 Jul:11 Aug:9 Mar:9 Sep:6 Oct:4 Feb:4 Nov:3 Jan:1 Dec:0,79,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.36028%2046.88303&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.36028,46.88303
Mentschelen,Switzerland,190.43 km,May Jul Jun Apr,2397,0,14,86,597,Jul:10 Jun:10 May:10 Apr:9 Aug:7 Sep:4 Mar:2 Oct:2 Dec:0 Feb:0 Nov:0 Jan:0,54,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.509867%2046.7155&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.509867,46.7155
Revine,Italy,267.92 km,May Apr Aug Jul Jun Mar,2366,6,207,581,1238,Oct:8 Aug:8 Sep:6 May:6 Jul:6 Jun:6 Apr:5 Mar:5 Nov:2 Jan:2 Feb:2 Dec:1,55,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.208258%2046.002477&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.208258,46.002477
Scheidegg,Switzerland,421.9 km,Jun May Apr Jul,2339,22,60,173,610,Jun:11 Apr:10 Jul:10 Aug:9 May:9 Mar:7 Sep:6 Oct:3 Feb:1 Nov:1 Dec:1 Jan:0,65,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.94325%2047.30382&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.94325,47.30382
Zwölferhorn,Austria,184.32 km,Apr Jun Jul May Aug,2315,0,26,116,393,Aug:15 Jun:14 Jul:14 May:11 Apr:10 Sep:9 Oct:6 Mar:6 Dec:3 Feb:2 Nov:2 Jan:2,88,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.35927%2047.744&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.35927,47.744
Wispile,Switzerland,292.61 km,Jul,2308,16,169,628,1477,Jul:15 Aug:11 Sep:8 Jun:5 Mar:3 Oct:2 May:2 Feb:2 Apr:1 Jan:0 Dec:0,48,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.29315%2046.44245&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.29315,46.44245
Verbier,Switzerland,175.38 km,Jul Apr Jun Aug Mar,2293,0,32,205,888,Aug:14 Jul:13 Mar:10 Sep:10 Jun:8 Apr:7 Feb:5 Oct:3 Dec:3 Jan:1 May:1 Nov:1,71,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.2545%2046.08922&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.2545,46.08922
Santa Elisab...,Italy,199.19 km,Apr May,2289,0,193,672,1392,Aug:9 May:9 Apr:8 Jun:7 Jul:5 Sep:4 Mar:2 Dec:2 Jan:2 Nov:1 Oct:1 Feb:0,49,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.64688%2045.43872&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.64688,45.43872
Trubbio,Italy,191.26 km,Aug Jul Jun Mar Apr Sep May,2238,0,31,350,1545,Aug:16 Jul:11 Sep:7 Jun:6 Oct:3 Mar:3 Apr:3 Dec:3 Jan:2 May:1 Nov:1 Feb:1,54,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.475617%2046.162533&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.475617,46.162533
Rotenflue,Switzerland,196.01 km,Jun May Jul Aug Mar Apr,2229,0,23,100,574,Aug:10 Jul:9 Jun:9 May:8 Sep:6 Mar:5 Feb:4 Oct:4 Dec:4 Jan:2 Apr:2 Nov:1,61,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.704123%2047.021687&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.704123,47.021687
Valcava,Italy,140.25 km,Mar May Apr Aug Jul,2229,0,34,351,1294,Aug:11 Jun:9 Jul:8 Sep:8 Apr:7 May:7 Mar:7 Oct:5 Feb:3 Dec:3 Nov:2 Jan:2,66,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.52167%2045.78082&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.52167,45.78082
