site,country,largest_distance,best months for XC,num of all flights,num of 200k flights,num of 100k flights,num of 50k flights,num of 20k flights,XContest days per month,Xconotest days per year,link to XContest,longitude,latitude
Pointe des M...,Switzerland,192.37 km,Aug Jul Sep,95,0,5,28,75,Aug:2 Jul:1 Sep:0 Jun:0 Oct:0 Mar:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.81602%2046.19082&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.81602,46.19082
Torrentalp,Switzerland,174.03 km,Jul Oct Aug Apr Sep Mar Dec Jan,94,0,2,4,27,Jul:1 Aug:1 Oct:0 Sep:0 Mar:0 Apr:0 Dec:0 Jan:0 Nov:0 Jun:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.64805%2046.36933&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.64805,46.36933
Grindelwald,Switzerland,140.8 km,May Jun Jul Aug Sep Apr Mar Feb Oct Dec,93,0,6,21,54,Jul:1 May:1 Aug:0 Sep:0 Mar:0 Feb:0 Jun:0 Apr:0 Dec:0 Oct:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.03492%2046.65307&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.03492,46.65307
Loutze,Switzerland,123.31 km,Jun Oct May Nov Jul Apr Sep Aug,91,0,3,6,21,Jun:2 Oct:1 May:1 Jul:0 Nov:0 Sep:0 Aug:0 Apr:0 Dec:0 Mar:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.15583%2046.21317&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.15583,46.21317
Morgenberghorn,Switzerland,36.57 km,Oct Aug Sep Nov Jun Jul May Dec,91,0,0,0,12,Oct:2 Sep:1 Nov:1 Aug:1 Jun:0 Jul:0 May:0 Dec:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.78318%2046.62402&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.78318,46.62402
Caquerelle,Switzerland,128.79 km,Mar Aug Apr Jul Sep Feb Oct May Jun,90,0,2,5,40,Apr:1 Sep:0 Mar:0 Aug:0 May:0 Jul:0 Feb:0 Oct:0 Jun:0 Dec:0 Nov:0 Jan:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.19073%2047.3563&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.19073,47.3563
Brogoldone,Switzerland,64.67 km,Oct Aug Sep Jul Jun,88,0,0,1,10,Oct:1 Aug:1 Sep:0 Jul:0 Dec:0 Jun:0 Mar:0 May:0 Nov:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.0668%2046.27058&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.0668,46.27058
Dämpfelsmatt,Switzerland,109.29 km,Jul Jun Aug,87,0,1,11,59,Jul:3 Jun:2 Aug:1 Sep:0 Apr:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.2681%2046.77945&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.2681,46.77945
Schrattenfluh,Switzerland,77.07 km,Jul Sep Aug Jun Nov May Oct,87,0,0,3,36,Sep:1 Aug:1 Jul:1 May:0 Oct:0 Nov:0 Jun:0 Apr:0 Feb:0 Dec:0 Mar:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.95548%2046.83017&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.95548,46.83017
Tête-de-Ran,Switzerland,221.38 km,Apr Jul Jun Aug Sep May Mar Oct Jan Feb Dec,86,1,1,7,26,Apr:1 Jul:1 Jun:1 May:0 Sep:0 Aug:0 Oct:0 Mar:0 Dec:0 Jan:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.85352%2047.05385&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.85352,47.05385
Corbetta,Switzerland,40.89 km,Jun Jul May Aug Apr Sep Oct,86,0,0,0,8,Jun:2 Jul:1 May:1 Sep:1 Aug:1 Apr:1 Oct:0 Mar:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.93535%2046.5132&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.93535,46.5132
Belalp,Switzerland,245.37 km,Aug Mar Jun Sep Jul Feb Apr Dec Oct May Jan,85,2,18,37,49,Mar:1 Aug:1 Jun:1 Apr:0 Feb:0 Sep:0 Jul:0 Dec:0 May:0 Jan:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.974833%2046.373067&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.974833,46.373067
Geeristein,Switzerland,40.31 km,Apr Mar Jul Dec May Jun Feb Nov Aug Jan Oct,85,0,0,0,9,Apr:1 Mar:0 Nov:0 Jul:0 Jun:0 May:0 Feb:0 Dec:0 Aug:0 Sep:0 Jan:0 Oct:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.50812%2046.67023&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.50812,46.67023
Faulhorn,Switzerland,41.68 km,Jul,85,0,0,0,20,Jul:1 Oct:0 Aug:0 Sep:0 Dec:0 Nov:0 Jun:0 Apr:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.99517%2046.67308&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.99517,46.67308
Moron,Switzerland,275.48 km,Apr Jun May Aug Jul Mar Sep,84,14,45,71,76,Apr:1 Aug:0 Jun:0 May:0 Jul:0 Mar:0 Sep:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.24122%2047.25073&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.24122,47.25073
Cabane de Tr...,Switzerland,32.53 km,Aug,83,0,0,0,19,Sep:1 Aug:0 Jul:0 Apr:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.6715%2046.1278&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.6715,46.1278
Mattstock,Switzerland,96.04 km,Jun Jul Apr Sep Oct Jan May Nov Dec Aug,82,0,0,14,27,Oct:0 Apr:0 Jul:0 Jan:0 Dec:0 Nov:0 May:0 Jun:0 Sep:0 Aug:0 Feb:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.14602%2047.16137&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.14602,47.16137
Gärstere,Switzerland,58.83 km,May Jun Aug,81,0,0,1,15,Jun:1 May:1 Aug:1 Sep:0 Apr:0 Oct:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.40032%2046.55468&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.40032,46.55468
St. Anton,Switzerland,102.24 km,May Mar Jun Jul Apr Oct Aug Sep Dec,79,0,1,5,30,Jun:1 Jul:1 May:0 Mar:0 Apr:0 Aug:0 Feb:0 Oct:0 Sep:0 Dec:0 Nov:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.52598%2047.39885&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.52598,47.39885
Riffelberg,Switzerland,138.7 km,Sep Aug Jun Oct Jul,79,0,1,5,12,Sep:1 Oct:1 Aug:1 Jun:0 Jul:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.750372%2045.992187&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.750372,45.992187
Schönboden,Switzerland,66.45 km,Jun May Aug Apr,78,0,0,3,16,Jun:1 May:1 Apr:0 Aug:0 Sep:0 Jul:0 Nov:0 Oct:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.803768%2047.167923&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.803768,47.167923
Moosalp,Switzerland,231.43 km,Aug,77,2,25,37,54,Aug:2 Jun:1 Jul:1 Sep:0 May:0 Oct:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.823067%2046.2457&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.823067,46.2457
Honegg,Switzerland,80.44 km,May Jun Aug Jul Apr Mar Sep Oct,76,0,0,2,19,Jul:1 Aug:1 Jun:1 May:0 Apr:0 Mar:0 Oct:0 Feb:0 Sep:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.147382%2046.888962&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.147382,46.888962
Stangenbord,Switzerland,28.26 km,May Jul Jun,76,0,0,0,11,May:1 Jun:0 Oct:0 Jul:0 Apr:0 Sep:0 Nov:0 Aug:0 Mar:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.11293%2047.24605&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.11293,47.24605
Farneren,Switzerland,66.19 km,Aug Apr May Mar Jun Nov Dec,76,0,0,3,16,Apr:1 Aug:1 May:1 Dec:0 Nov:0 Jun:0 Mar:0 Sep:0 Oct:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.035167%2046.929817&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.035167,46.929817
Signal de Soi,Switzerland,120.6 km,Jul Jun Aug Sep Dec Oct,75,0,1,1,16,Jul:1 Aug:1 Jun:1 Dec:0 Sep:0 Oct:0 Mar:0 Nov:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.916617%2046.186683&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.916617,46.186683
Blüemlisalp...,Switzerland,59.41 km,Jul Aug Sep,75,0,0,8,35,Aug:1 Jul:1 Sep:1 Jun:0 Oct:0 Jan:0 Nov:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.772095%2046.509755&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.772095,46.509755
Ritom,Switzerland,131.91 km,Jun Jul Aug Sep May,73,0,6,43,55,Jul:1 Sep:0 Aug:0 Jun:0 Oct:0 May:0 Jan:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.67388%2046.53358&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.67388,46.53358
Herlisberg,Switzerland,42.02 km,May Mar,73,0,0,0,8,Mar:0 May:0 Feb:0 Aug:0 Oct:0 Jun:0 Jul:0 Sep:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.23363%2047.19853&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.23363,47.19853
Diavolezza,Switzerland,318.81 km,Jun Jan Oct Nov Apr May Aug Jul Mar Sep Feb,73,11,15,20,29,Nov:1 Oct:0 Jun:0 Apr:0 Jan:0 May:0 Mar:0 Sep:0 Aug:0 Jul:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.97855%2046.4091&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.97855,46.4091
Illhorn,Switzerland,36.36 km,Aug Sep Jul Jun Nov,73,0,0,0,12,Sep:1 Aug:1 Nov:0 Jun:0 Jul:0 May:0 Mar:0 Oct:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.61757%2046.2548&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.61757,46.2548
Gurnigel,Switzerland,222.89 km,May Jul Mar Apr Jun Aug Jan,72,1,1,12,44,Aug:0 Jun:0 Mar:0 Jul:0 May:0 Apr:0 Sep:0 Feb:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.45772%2046.73387&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.45772,46.73387
Fisetengrat,Switzerland,173.93 km,Jun Apr Aug Nov Mar Jul Sep Dec,72,0,6,11,32,Jun:1 Apr:0 Aug:0 Nov:0 Jul:0 Dec:0 Sep:0 May:0 Feb:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.93658%2046.88673&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.93658,46.88673
Hohmattli,Switzerland,43.78 km,Jul Jun May Aug Sep,71,0,0,0,12,Jul:1 Aug:1 Jun:1 Sep:0 May:0 Apr:0 Mar:0 Oct:0 Dec:0 Nov:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.31605%2046.67172&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.31605,46.67172
Plaine-Morte,Switzerland,70.18 km,Jul Aug Dec,70,0,0,2,14,Jul:1 Dec:1 Aug:1 Apr:0 Mar:0 Feb:0 Jan:0 Sep:0 Oct:0 Jun:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.486467%2046.370517&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.486467,46.370517
Arisdorf,Switzerland,24.34 km,Jul Jun Aug Mar Apr Sep May Jan Feb Oct,69,0,0,0,2,Jun:1 Aug:0 Jul:0 Apr:0 Mar:0 May:0 Feb:0 Jan:0 Sep:0 Oct:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.77252%2047.5058&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.77252,47.5058
Valerette,Switzerland,84.36 km,Sep May Jun,69,0,0,2,4,Sep:1 Jun:1 Nov:0 May:0 Feb:0 Jan:0 Aug:0 Jul:0 Dec:0 Apr:0 Mar:0 Oct:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.948057%2046.206393&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.948057,46.206393
Campagnora,Switzerland,92.97 km,Mar Apr Jun May Oct Aug Feb Jul Jan,68,0,0,8,26,Jun:1 Mar:0 Sep:0 Apr:0 May:0 Oct:0 Aug:0 Jul:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.912383%2046.496683&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.912383,46.496683
Hüttstett,Switzerland,62.19 km,Apr Jul Jun Aug,67,0,0,1,20,Apr:1 Aug:1 Jul:1 Jun:1 Sep:0 May:0 Oct:0 Mar:0 Dec:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.19442%2046.78793&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.19442,46.78793
Courfaivre,Switzerland,107.27 km,May Jun Jul Aug Apr Mar,66,0,1,4,25,Jun:1 May:1 Jul:0 Mar:0 Apr:0 Aug:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.291163%2047.311177&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.291163,47.311177
Rellerligrat,Switzerland,85.25 km,Jun,64,0,0,10,25,Jun:1 May:1 Aug:0 Apr:0 Jul:0 Nov:0 Sep:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.26197%2046.5085&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.26197,46.5085
Brambrüesch,Switzerland,9.58 km,Aug Jul Sep Oct Jun Dec May Mar Apr Nov Jan,64,0,0,0,0,Jul:1 Aug:1 Sep:1 Oct:0 Dec:0 Jun:0 May:0 Mar:0 Nov:0 Jan:0 Apr:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.51648%2046.82777&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.51648,46.82777
Lauberhorn,Switzerland,67.8 km,Apr,63,0,0,3,26,Apr:1 Mar:0 Nov:0 Dec:0 Jul:0 Jun:0 Aug:0 May:0 Sep:0 Oct:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.94688%2046.58557&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.94688,46.58557
Davos,Switzerland,46.9 km,Mar Jul Jan Dec Feb Aug Apr,60,0,0,0,14,Mar:1 Feb:0 Dec:0 Jan:0 Sep:0 Apr:0 Jul:0 Oct:0 Nov:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.79585%2046.83385&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.79585,46.83385
Wildspitz,Switzerland,72.09 km,Mar Apr Jun May Feb Aug Sep Jul Dec Oct Jan,60,0,0,4,20,Apr:1 Jun:0 Mar:0 May:0 Sep:0 Oct:0 Dec:0 Aug:0 Jul:0 Feb:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.58642%2047.07755&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.58642,47.07755
Gariva,Switzerland,142.52 km,Apr,59,0,7,16,36,Apr:1 May:0 Mar:0 Oct:0 Jun:0 Aug:0 Dec:0 Jan:0 Jul:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.89568%2046.47845&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.89568,46.47845
Lüsis,Switzerland,68.27 km,Mar Jun Apr Feb May,59,0,0,3,17,Mar:1 May:0 Apr:0 Jun:0 Feb:0 Jul:0 Nov:0 Sep:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.32943%2047.13573&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.32943,47.13573
Albagno,Switzerland,85.42 km,Oct Jan May Mar Sep Jun Dec Aug Apr Feb,59,0,1,5,19,Oct:1 Dec:0 Mar:0 May:0 Sep:0 Jun:0 Jan:0 Aug:0 Jul:0 Apr:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.95342%2046.22712&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.95342,46.22712
Gaggio,Switzerland,160.17 km,Oct,58,0,1,5,19,Oct:1 Dec:0 Mar:0 May:0 Sep:0 Jun:0 Jan:0 Aug:0 Jul:0 Apr:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.959513%2046.229727&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.959513,46.229727
Salzmatt,Switzerland,44.82 km,Mar,57,0,0,0,10,Mar:1 Jul:1 Sep:0 Aug:0 May:0 Jun:0 Oct:0 Jan:0 Dec:0 Apr:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.31605%2046.6612&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.31605,46.6612
Laubberg,Switzerland,15.91 km,Mar Aug Sep Jun Jul May Feb Oct,55,0,0,0,0,Aug:0 Sep:0 Jul:0 May:0 Mar:0 Jun:0 Oct:0 Feb:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.14903%2047.54427&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.14903,47.54427
Cousimbert,Switzerland,109.49 km,Jul May Aug Sep Jun Oct,55,0,1,4,11,Jul:1 Aug:0 May:0 Sep:0 Jun:0 Oct:0 Apr:0 Mar:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.1855%2046.691967&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.1855,46.691967
Alp Languard,Switzerland,109.25 km,Sep Jul Aug Oct Jun,55,0,1,5,21,Jul:1 Sep:1 Aug:1 Oct:0 Nov:0 Jun:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.923283%2046.487983&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.923283,46.487983
Hornberg,Switzerland,62.26 km,Jul,55,0,0,6,31,Jul:1 Jun:1 May:1 Apr:0 Aug:0 Mar:0 Oct:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.30167%2046.48743&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.30167,46.48743
Marnex,Switzerland,83.07 km,Jul Aug Jun May,54,0,0,2,18,May:1 Jun:0 Aug:0 Jul:0 Sep:0 Nov:0 Oct:0 Apr:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.1544%2046.3679&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.1544,46.3679
Rodomont,Switzerland,75.35 km,Jun Jul,53,0,0,3,9,Jun:1 Jul:1 Aug:0 Sep:0 Apr:0 Mar:0 May:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.218803%2046.506815&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.218803,46.506815
Ennettschingel,Switzerland,117.38 km,Mar Dec Apr Feb Oct Nov Jan Sep,51,0,1,3,11,Dec:1 Mar:0 Apr:0 Oct:0 Feb:0 Nov:0 Jan:0 Sep:0 Jun:0 Aug:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.08528%2047.05595&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.08528,47.05595
Dirr,Switzerland,186.32 km,Mar Apr,51,0,5,19,43,Apr:0 Mar:0 Feb:0 May:0 Jun:0 Aug:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.075283%2046.7688&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.075283,46.7688
Riggisberg,Switzerland,7.55 km,Feb Mar,49,0,0,0,0,Mar:1 Feb:0 Jan:0 Dec:0 Oct:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.46128%2046.80007&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.46128,46.80007
Bärgli,Switzerland,34.51 km,Oct May Apr Jun Sep Dec Mar Jan Jul Feb Nov,49,0,0,0,2,Oct:1 Dec:0 May:0 Mar:0 Sep:0 Jul:0 Apr:0 Jan:0 Jun:0 Feb:0 Nov:0 Aug:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.51842%2047.37505&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.51842,47.37505
Gemmenalphorn,Switzerland,64.15 km,Aug Oct Sep Nov Dec May Jun Jul Mar,49,0,0,3,10,Aug:0 Dec:0 Oct:0 Sep:0 Nov:0 Jul:0 May:0 Jun:0 Mar:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.80707%2046.73097&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.80707,46.73097
Alp Salaz,Switzerland,276.47 km,Jun,49,1,17,26,29,Jun:1 Jul:0 May:0 Oct:0 Aug:0 Nov:0 Sep:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.49152%2046.9294&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.49152,46.9294
Montagne de ...,Switzerland,153.86 km,Aug Mar Sep Apr Feb Jul May Oct Jan Dec Jun Nov,49,0,1,8,29,Aug:0 Mar:0 Sep:0 Feb:0 May:0 Apr:0 Dec:0 Oct:0 Jan:0 Jul:0 Jun:0 Nov:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.33165%2047.28703&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.33165,47.28703
Schollberg,Switzerland,62.33 km,Jul Sep Jun Aug May,48,0,0,4,19,Jul:1 Jun:1 Sep:0 Aug:0 May:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.85498%2046.9764&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.85498,46.9764
Eggli,Switzerland,92.64 km,May Apr Jun,46,0,1,21,44,May:1 Jun:0 Apr:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.25937%2046.4522&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.25937,46.4522
Beichle,Switzerland,109.04 km,Sep Oct Nov May Jul Apr Aug Jun,46,0,1,3,9,Oct:0 Nov:0 Sep:0 Apr:0 Aug:0 Jul:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.9691%2046.893683&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.9691,46.893683
Elm - Schabell,Switzerland,30.59 km,Feb Mar Apr Jan Dec,45,0,0,1,8,Feb:0 Mar:0 May:0 Oct:0 Nov:0 Aug:0 Jan:0 Jul:0 Jun:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.14752%2046.922&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.14752,46.922
Nässli,Switzerland,96.71 km,Apr May Jun Dec Jul Sep Jan Oct Feb,44,0,0,3,9,Dec:0 Apr:0 Jun:0 May:0 Sep:0 Jul:0 Nov:0 Oct:0 Feb:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.4145%2046.67183&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.4145,46.67183
Hockenhorngrat,Switzerland,68.27 km,Mar Feb Dec Jan,43,0,0,2,10,Mar:1 Feb:0 Dec:0 Jan:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.74773%2046.42643&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.74773,46.42643
Schallenberg,Switzerland,79.42 km,May Apr,42,0,0,2,18,Apr:0 May:0 Jul:0 Mar:0 Jun:0 Oct:0 Dec:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.79527%2046.8292&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.79527,46.8292
Mt Bonwin,Switzerland,189.66 km,Jun,41,0,4,13,18,Jun:1 Nov:0 Oct:0 Sep:0 Aug:0 Mar:0 May:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.52182%2046.34485&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.52182,46.34485
Schindelberg,Switzerland,53.23 km,Jun Aug Jul Apr Sep May,41,0,0,1,11,Jun:0 Aug:0 Jul:0 Apr:0 Mar:0 Sep:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.24435%2047.20952&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.24435,47.20952
Gulmen,Switzerland,76.18 km,Jan Oct Jun Aug Sep May Nov Dec Mar Apr Jul,38,0,0,4,8,Oct:0 Jun:0 Nov:0 Aug:0 May:0 Sep:0 Apr:0 Dec:0 Mar:0 Jul:0 Jan:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.18232%2047.16703&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.18232,47.16703
Schesaplana,Switzerland,33.44 km,Oct Nov,37,0,0,0,14,Oct:1 Nov:0 Sep:0 Dec:0 Aug:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.707887%2047.053332&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.707887,47.053332
"Alp Tgom, Se...",Switzerland,55.69 km,Sep,37,0,0,5,14,Aug:0 May:0 Sep:0 Jun:0 Oct:0 Apr:0 Nov:0 Jul:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.75783%2046.6604&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.75783,46.6604
Le pont,Switzerland,32.28 km,Feb Mar Dec Jul Apr May Oct Nov Sep Aug Jan,36,0,0,0,2,Apr:0 Jul:0 Dec:0 Nov:0 Aug:0 Mar:0 Jan:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.336188%2046.661293&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.336188,46.661293
Bockmattli,Switzerland,41.65 km,Oct Jun Sep Jul Aug Dec Nov May,36,0,0,0,3,Oct:0 Sep:0 Jun:0 May:0 Aug:0 Dec:0 Nov:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.95927%2047.09993&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.95927,47.09993
