site,country,largest_distance,best months for XC,num of all flights,num of 200k flights,num of 100k flights,num of 50k flights,num of 20k flights,XContest days per month,Xconotest days per year,link to XContest,longitude,latitude
Cornizzolo,Italy,257.03 km,Apr May,15875,7,300,1854,5238,Aug:24 Jul:22 Sep:21 Jun:19 May:18 Mar:18 Apr:17 Oct:15 Dec:12 Feb:11 Nov:11 Jan:10,180,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.29373%2045.83295&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.29373,45.83295
Meduno,Italy,184.74 km,Apr,11818,0,142,646,1897,Aug:19 Sep:19 Jul:18 Oct:18 Jun:15 Apr:15 May:14 Mar:11 Nov:7 Dec:6 Feb:3 Jan:3,136,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.807%2046.23035&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.807,46.23035
Col Rodella,Italy,235.03 km,Sep Jun Aug May Jul Apr Mar,11695,4,104,1045,5597,Sep:25 Aug:18 Oct:10 Jul:9 Jun:7 Mar:7 May:5 Dec:2 Apr:2 Feb:2 Jan:2 Nov:2,84,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.75303%2046.49683&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.75303,46.49683
Speikboden,Italy,270.92 km,Aug,4993,141,1695,2894,4061,Aug:14 Jul:9 Sep:8 Mar:7 Dec:5 Jun:5 Apr:5 Feb:5 Jan:5 Oct:3 Nov:1 May:0,64,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.90763%2046.91448&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.90763,46.91448
Cavallaria,Italy,167.18 km,Apr May,4629,0,54,722,2366,Aug:16 Jun:14 Jul:14 Sep:13 May:13 Apr:13 Mar:8 Oct:8 Feb:3 Dec:3 Nov:2 Jan:2,102,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.79687%2045.51345&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.79687,45.51345
Monte Dolada,Italy,226.19 km,Jun,3685,1,149,853,2123,Aug:13 Jul:12 Jun:10 May:7 Apr:5 Sep:4 Mar:3 Oct:1 Feb:0 Jan:0,53,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.35318%2046.19127&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.35318,46.19127
Bassano,Italy,184.06 km,Apr Mar,3567,0,38,277,1092,Mar:11 Apr:10 Sep:9 Oct:9 May:8 Aug:5 Jun:5 Jul:4 Nov:3 Feb:2 Jan:1 Dec:1,65,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.74507%2045.81203&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.74507,45.81203
Panarotta,Italy,188.87 km,Apr May Mar Jun,3400,0,195,730,1914,Aug:13 Mar:11 Jun:11 Apr:10 Sep:10 May:9 Jul:8 Oct:6 Feb:3 Nov:1 Jan:0 Dec:0,77,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.31697%2046.04168&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.31697,46.04168
Antholz,Italy,308.68 km,Jun Jul,2681,832,1956,2365,2544,Aug:7 Jul:5 Jun:5 May:4 Apr:3 Sep:1 Mar:0 Oct:0 Nov:0,24,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.060063%2046.851218&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.060063,46.851218
Bernadia,Italy,165.66 km,Apr Mar Aug,2668,0,13,135,804,Apr:11 Mar:11 Aug:11 Jun:10 May:9 Jul:9 Dec:9 Sep:9 Jan:9 Oct:8 Feb:7 Nov:5,101,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.2627%2046.225733&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.2627,46.225733
Piossasco,Italy,114.01 km,Aug Jun Apr Jul May Sep,2566,0,1,178,1071,Aug:16 Jul:15 Sep:13 Jun:11 Apr:9 May:7 Mar:7 Oct:6 Nov:3 Dec:2 Feb:2 Jan:2,87,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.44752%2044.99653&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.44752,44.99653
San Giacomo,Italy,146.64 km,Mar Apr May,2523,0,27,200,1144,Apr:10 Mar:9 Oct:9 Sep:9 Jan:8 Dec:8 May:8 Jun:7 Feb:7 Nov:7 Jul:7 Aug:6,88,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.87498%2045.54603&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.87498,45.54603
Aviano,Italy,248.67 km,Apr,2463,2,79,340,1031,Aug:6 Jul:6 Mar:6 Sep:6 Dec:6 Apr:5 Oct:5 May:5 Jun:4 Feb:3 Jan:3 Nov:2,55,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.53%2046.08743&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.53,46.08743
Revine,Italy,267.92 km,May Apr Aug Jul Jun Mar,2366,6,207,581,1238,Oct:8 Aug:8 Sep:6 May:6 Jul:6 Jun:6 Apr:5 Mar:5 Nov:2 Jan:2 Feb:2 Dec:1,55,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.208258%2046.002477&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.208258,46.002477
Santa Elisab...,Italy,199.19 km,Apr May,2289,0,193,672,1392,Aug:9 May:9 Apr:8 Jun:7 Jul:5 Sep:4 Mar:2 Dec:2 Jan:2 Nov:1 Oct:1 Feb:0,49,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.64688%2045.43872&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.64688,45.43872
Trubbio,Italy,191.26 km,Aug Jul Jun Mar Apr Sep May,2238,0,31,350,1545,Aug:16 Jul:11 Sep:7 Jun:6 Oct:3 Mar:3 Apr:3 Dec:3 Jan:2 May:1 Nov:1 Feb:1,54,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.475617%2046.162533&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.475617,46.162533
Valcava,Italy,140.25 km,Mar May Apr Aug Jul,2229,0,34,351,1294,Aug:11 Jun:9 Jul:8 Sep:8 Apr:7 May:7 Mar:7 Oct:5 Feb:3 Dec:3 Nov:2 Jan:2,66,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.52167%2045.78082&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.52167,45.78082
Rubbio,Italy,156.01 km,Apr,1721,0,169,868,1386,Mar:4 Apr:4 Feb:2 Dec:1 Oct:1 Jan:1 Jul:1 Nov:0 Sep:0 Aug:0 May:0 Jun:0,17,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.663598%2045.793378&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.663598,45.793378
Kronplatz,Italy,294.9 km,Jul Jun Aug Apr,1651,33,108,275,593,Jul:9 Aug:8 Jun:8 Sep:7 Mar:6 Apr:5 Feb:4 Dec:3 Oct:2 Jan:1 Nov:0 May:0,51,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.95562%2046.73853&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.95562,46.73853
Muanda,Italy,101.78 km,Apr Aug Mar May Jul Sep Feb Jun Oct,1642,0,1,34,264,Mar:9 Aug:9 Jul:9 Jun:9 Apr:8 Sep:8 May:6 Oct:5 Jan:4 Feb:3 Dec:2 Nov:1,69,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.9714%2045.59078&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.9714,45.59078
Bielmonte,Italy,183.86 km,May Apr Aug,1623,0,24,294,990,Aug:10 Jul:8 Jun:6 Apr:6 May:5 Mar:5 Sep:4 Jan:3 Feb:2 Dec:2 Nov:2 Oct:2,53,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.075617%2045.660267&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.075617,45.660267
Carnale,Italy,116.88 km,Apr Mar May Feb,1586,0,11,58,232,Oct:11 Mar:11 Dec:10 Nov:10 Sep:9 Feb:9 May:8 Jul:8 Apr:7 Jan:7 Jun:7 Aug:4,93,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.885387%2046.188875&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.885387,46.188875
Liretta,Italy,167.39 km,Jun May Apr Mar Sep Aug Jul Oct Feb Nov,1559,0,37,232,797,Aug:10 Mar:8 Sep:8 Jul:7 Apr:7 Oct:6 Jun:6 Jan:5 May:5 Dec:3 Feb:3 Nov:3,67,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.38212%2044.49882&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.38212,44.49882
Monte Maddalena,Italy,115.08 km,Jun Aug May Apr Mar Jul,1482,0,5,127,546,Jun:10 May:8 Aug:8 Sep:7 Apr:7 Jul:7 Mar:7 Oct:5 Feb:4 Jan:3 Nov:3 Dec:2,67,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.2705%2045.53715&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.2705,45.53715
Giumello,Italy,88.25 km,Jul Aug Jun Mar Sep Apr May Feb Oct,1306,0,0,51,528,Aug:7 Jul:5 Oct:5 Jun:4 Sep:4 May:3 Dec:3 Mar:3 Apr:3 Feb:2 Nov:2 Jan:2,42,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.35605%2046.04552&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.35605,46.04552
Caltrano,Italy,170.07 km,Apr Mar,1267,0,10,125,552,Mar:8 Apr:6 Jan:5 Dec:5 Feb:5 Oct:4 Nov:4 Sep:2 May:2 Jun:1 Aug:0 Jul:0,40,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.5024%2045.77953&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.5024,45.77953
Malanotte,Italy,186.67 km,May Jun Apr Jul Aug Mar Sep,1197,0,37,160,617,Aug:8 Mar:7 May:6 Jul:5 Apr:5 Jun:4 Sep:4 Dec:4 Oct:3 Feb:2 Nov:2 Jan:2,50,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.79397%2044.25918&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.79397,44.25918
Gas Monte Baldo,Italy,125.42 km,Apr Mar Jun May Aug Jul,1155,0,5,58,356,Mar:9 Aug:9 Apr:7 May:6 Jun:6 Sep:5 Jul:5 Feb:5 Oct:4 Jan:3 Nov:2 Dec:2,59,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.74675%2045.61068&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.74675,45.61068
Colonei,Italy,224.84 km,May Apr Aug Jun Jul Mar,1143,4,81,252,646,Aug:9 May:7 Jun:7 Jul:6 Apr:5 Mar:3 Sep:3 Oct:2 Jan:2 Dec:2 Nov:1 Feb:1,49,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.81478%2045.65148&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.81478,45.65148
Ganda,Italy,150.44 km,Jun May Jul Aug Mar Apr,1110,0,13,69,306,Aug:9 Jul:9 Jun:7 May:6 Sep:3 Apr:3 Mar:3 Feb:2 Oct:2 Jan:1 Dec:1 Nov:1,46,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.80027%2045.78332&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.80027,45.78332
Val della Torre,Italy,129.44 km,May Jun Apr Mar Aug Jul Sep,1040,0,13,61,289,May:7 Apr:5 Oct:5 Sep:5 Mar:5 Jun:4 Dec:4 Nov:4 Jan:3 Aug:3 Jul:3 Feb:2,47,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.46348%2045.16185&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.46348,45.16185
Alpe Cavallotti,Italy,127.12 km,Apr,954,0,4,67,337,Apr:8 Jun:7 Mar:6 May:6 Aug:5 Jul:5 Sep:4 Oct:3 Feb:2 Dec:2 Nov:1 Jan:1,50,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.5201%2045.98625&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.5201,45.98625
Rocca Canavese,Italy,166.75 km,Aug Jun Apr Mar May Jul,933,0,56,218,468,Aug:4 Jun:3 Jul:3 Apr:3 Sep:3 May:3 Mar:3 Feb:2 Oct:2 Jan:2 Dec:1 Nov:0,44,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.572535%2045.327547&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.572535,45.327547
San Simeone,Italy,178.8 km,Jul Jun Apr Aug May Sep Mar,921,0,14,52,203,Aug:9 Jun:8 Jul:6 Apr:6 May:5 Sep:4 Oct:2 Dec:1 Mar:1 Jan:1 Nov:0 Feb:0,43,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.10175%2046.3301&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.10175,46.3301
Sale Marasino,Italy,78.77 km,Jun,911,0,0,28,222,Jul:5 Aug:5 Jun:3 Mar:3 Sep:3 Apr:3 Dec:2 May:2 Oct:2 Feb:2 Jan:1 Nov:1,32,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.146185%2045.723978&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.146185,45.723978
Monte Pirello,Italy,100.63 km,Aug Jun Apr Mar May Jul Sep Feb Jan Oct Dec Nov,833,0,1,13,63,Aug:8 May:5 Jun:5 Sep:5 Apr:5 Mar:4 Jul:4 Dec:4 Oct:3 Jan:2 Feb:2 Nov:2,47,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.561515%2045.66567&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.561515,45.66567
Monte Corno,Italy,137.24 km,Jun,822,0,3,189,603,Mar:2 Apr:1 May:1 Jul:1 Jun:1 Aug:0 Nov:0 Oct:0 Dec:0 Sep:0 Jan:0 Feb:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.543917%2045.79955&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.543917,45.79955
Monte Lema,Italy,150.32 km,Apr May Jul,789,0,7,57,254,Apr:6 Sep:4 Aug:4 May:4 Jul:4 Oct:3 Jun:3 Dec:0 Mar:0 Nov:0 Jan:0,30,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.8316%2046.03985&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.8316,46.03985
Monte Tovo,Italy,205.33 km,Apr May Jun Aug Mar Jul Sep Feb,787,1,20,135,303,Apr:5 May:4 Aug:3 Mar:3 Jul:3 Jun:3 Sep:2 Nov:2 Oct:2 Jan:2 Feb:2 Dec:1,32,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.22193%2045.75273&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.22193,45.75273
Somator,Italy,190.15 km,May,767,0,23,102,276,Apr:5 Aug:5 Jun:4 May:3 Mar:3 Jul:3 Oct:3 Nov:2 Sep:2 Feb:2 Dec:1 Jan:1,34,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.97117%2045.87642&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.97117,45.87642
Ahornach,Italy,126.15 km,Apr May Mar Aug Jun Jul,749,0,5,39,152,Apr:5 Aug:5 Jun:4 Mar:4 Sep:3 May:3 Jul:3 Oct:1 Nov:0 Jan:0 Feb:0,28,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.96735%2046.92592&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.96735,46.92592
Ahornach (Ac...,Italy,120.63 km,Apr,746,0,5,39,152,Apr:5 Aug:5 Jun:4 Mar:4 Sep:3 May:3 Jul:3 Oct:1 Nov:0 Jan:0 Feb:0,28,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.9704%2046.9227&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.9704,46.9227
Monte Alpo,Italy,63.75 km,Jul Jun Aug Sep,744,0,0,1,8,Jul:5 Jun:3 Sep:2 Oct:2 May:2 Aug:2 Apr:1 Nov:0 Dec:0,18,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.57598%2045.80987&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.57598,45.80987
Monte Serva,Italy,129.66 km,Apr Mar Jun May Sep Jul Aug Feb,727,0,38,261,497,Mar:8 Apr:6 Jul:4 Aug:4 Feb:3 Sep:3 Jun:3 May:3 Jan:2 Oct:2 Dec:0 Nov:0,38,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.22705%2046.1839&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.22705,46.1839
Uwaldalm Gsies,Italy,216.13 km,May Apr,682,4,96,256,439,Aug:4 Sep:3 Apr:3 Mar:3 May:2 Jun:2 Jul:2 Oct:2 Jan:2 Dec:1 Feb:1 Nov:0,27,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.26695%2046.85647&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.26695,46.85647
Helm,Italy,227.54 km,Apr Mar,675,3,44,115,347,Aug:5 Sep:4 Jul:4 Jun:4 Mar:4 Apr:2 Oct:2 Feb:2 May:2 Jan:1 Dec:0 Nov:0,29,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.37337%2046.71492&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.37337,46.71492
Colli di San...,Italy,191.22 km,May Mar Apr Jun Aug Jul Sep,656,0,53,116,182,Apr:7 Mar:5 May:3 Aug:2 Sep:2 Jun:2 Jul:1 Jan:0 Oct:0 Dec:0 Feb:0,22,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.95278%2045.74258&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.95278,45.74258
Watles,Italy,202.71 km,Apr,616,1,14,69,224,Apr:4 Aug:4 May:3 Jun:2 Sep:2 Mar:2 Jul:1 Oct:1 Nov:0 Jan:0 Dec:0,20,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.505933%2046.699383&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.505933,46.699383
Watles / Pr�...,Italy,95.3 km,Apr,616,1,14,69,224,Apr:4 Aug:4 May:3 Jun:2 Sep:2 Mar:2 Jul:1 Oct:1 Nov:0 Jan:0 Dec:0,20,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.5046%2046.6991&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.5046,46.6991
Alpe Quaggione,Italy,139.21 km,May Apr,610,0,26,91,234,May:6 Apr:4 Jun:3 Aug:2 Mar:2 Jul:1 Dec:1 Oct:1 Sep:0 Nov:0 Feb:0 Jan:0,21,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.38175%2045.91373&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.38175,45.91373
Pfalzen,Italy,286.24 km,May Apr,582,29,161,361,470,Apr:3 May:3 Jun:1 Mar:1 Oct:0 Jul:0 Aug:0 Sep:0 Feb:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.87203%2046.83097&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.87203,46.83097
Rosskopf,Italy,226.08 km,Mar Aug Jun Feb Apr Jul Oct Dec Jan Sep,576,1,17,97,360,Mar:4 Dec:3 Jan:3 Feb:2 Aug:2 Jul:1 Jun:1 Oct:1 Sep:1 May:1 Nov:0 Apr:0,21,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.38655%2046.9107&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.38655,46.9107
Nemina,Italy,221.15 km,Apr May,568,2,33,51,98,May:4 Apr:4 Dec:4 Nov:3 Aug:3 Sep:3 Oct:2 Jan:2 Jun:2 Mar:2 Feb:2 Jul:2,36,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.080867%2046.202038&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.080867,46.202038
Laveno,Italy,138.38 km,Jun May Apr,566,0,9,119,258,Apr:4 May:4 Jul:3 Jun:3 Mar:3 Aug:2 Oct:2 Sep:2 Feb:1 Nov:0 Dec:0 Jan:0,26,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.63827%2045.91105&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.63827,45.91105
Mottarone,Italy,147.39 km,Apr May Aug Jul Jun,558,0,12,50,169,Jul:5 Aug:5 Jun:5 May:4 Apr:4 Sep:3 Oct:2 Mar:1 Nov:0 Dec:0 Jan:0,30,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.4539%2045.880833&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.4539,45.880833
Andrate,Italy,105.84 km,Feb Mar Apr May Oct Aug Jun Sep Jan Nov Jul,553,0,2,27,287,Feb:5 Mar:3 Jan:2 Jun:1 May:1 Dec:1 Oct:1 Nov:1 Apr:1 Jul:0 Aug:0 Sep:0,19,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.877333%2045.525733&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.877333,45.525733
Montoso,Italy,158.93 km,May Jun Apr Aug Jul,550,0,6,83,289,May:4 Apr:3 Aug:3 Jun:3 Jul:3 Sep:1 Mar:1 Oct:0 Feb:0 Jan:0 Dec:0 Nov:0,21,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.2292%2044.74542&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.2292,44.74542
Monte Lussari,Italy,101.92 km,Jul Jun,531,0,3,36,152,Aug:6 Jul:6 Jun:4 Sep:4 Dec:1 Apr:1 Mar:1 May:0 Jan:0 Feb:0 Oct:0 Nov:0,25,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.52062%2046.48293&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.52062,46.48293
Blum Rovetta,Italy,179.27 km,Jul Jun Aug Apr May Sep Mar,521,0,19,65,221,Jun:4 Aug:3 Jul:3 Apr:2 Dec:2 Sep:2 May:2 Mar:2 Oct:1 Nov:1 Feb:1 Jan:0,25,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.980217%2045.911&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.980217,45.911
Boé,Italy,150.48 km,Aug,514,0,10,66,213,Aug:8 Jul:5 Sep:5 Mar:3 Jun:1 Apr:1 Feb:0 Jan:0 May:0 Dec:0 Oct:0,24,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.86115%2046.52663&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.86115,46.52663
Spitzbühl,Italy,134.31 km,Apr May Aug Jul Jun Mar Sep,503,0,2,22,127,Aug:5 Sep:4 Jul:4 Jun:4 May:3 Apr:3 Mar:1 Oct:1 Feb:0 Dec:0,26,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.59945%2046.5295&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.59945,46.5295
Vöran,Italy,80.99 km,Feb Mar Oct Nov,488,0,0,46,283,Oct:6 Nov:5 Feb:4 Mar:4 Dec:3 Jan:2 Sep:0 Apr:0,25,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.22412%2046.59912&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.22412,46.59912
Valdagno,Italy,178.44 km,Jun Apr May Mar,464,0,36,92,256,Jun:4 Mar:4 Jul:3 Apr:3 Sep:2 Aug:2 May:2 Feb:2 Dec:1 Oct:0 Nov:0 Jan:0,25,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.2451%2045.65502&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.2451,45.65502
Molveno,Italy,126.72 km,Sep Aug,458,0,1,3,29,Sep:6 Aug:6 Jul:4 Jun:3 Oct:1 May:0 Apr:0 Mar:0 Feb:0 Jan:0,21,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.955243%2046.154237&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.955243,46.154237
Plose,Italy,182.94 km,Aug Jun Jul Mar May Apr,435,0,7,38,131,Aug:4 Mar:3 Jul:3 Jun:3 Sep:2 Dec:2 Apr:1 May:1 Feb:1 Nov:0 Oct:0 Jan:0,25,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.71644%2046.688617&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.71644,46.688617
Trucetti - G...,Italy,100.75 km,May Apr Jun,422,0,1,45,177,Apr:4 May:4 Jun:3 Mar:3 Sep:3 Jul:2 Aug:2 Oct:1 Feb:0 Jan:0 Dec:0 Nov:0,24,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.34732%2045.07637&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.34732,45.07637
